Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2014-10-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2015","1","2014","4","10","02"
"2014-10-01","Federal Reserve Account","126568","158302","158302","158302","I","Operating Cash Balance","Type of account","1","2015","1","2014","4","10","01"
"2014-10-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2015","1","2014","4","10","01"
"2014-10-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2015","1","2014","4","10","01"
"2014-09-30","Federal Reserve Account","158302","122104","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","30"
"2014-09-30","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","30"
"2014-09-30","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","30"
"2014-09-29","Federal Reserve Account","122104","109494","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","29"
"2014-09-29","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","29"
"2014-09-29","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","29"
"2014-09-26","Federal Reserve Account","109494","99204","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","26"
"2014-09-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","26"
"2014-09-26","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","26"
"2014-09-25","Federal Reserve Account","99204","118905","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","25"
"2014-09-25","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","25"
"2014-09-25","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","25"
"2014-09-24","Federal Reserve Account","118905","129674","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","24"
"2014-09-24","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","24"
"2014-09-24","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","24"
"2014-09-23","Federal Reserve Account","129674","125733","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","23"
"2014-09-23","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","23"
"2014-09-23","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","23"
"2014-09-22","Federal Reserve Account","125733","108698","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","22"
"2014-09-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","22"
"2014-09-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","22"
"2014-09-19","Federal Reserve Account","108698","103385","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","19"
"2014-09-19","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","19"
"2014-09-19","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","19"
"2014-09-18","Federal Reserve Account","103385","123965","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","18"
"2014-09-18","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","18"
"2014-09-18","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","18"
"2014-09-17","Federal Reserve Account","123965","128068","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","17"
"2014-09-17","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","17"
"2014-09-17","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","17"
"2014-09-16","Federal Reserve Account","128068","112035","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","16"
"2014-09-16","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","16"
"2014-09-16","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","16"
"2014-09-15","Federal Reserve Account","112035","27867","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","15"
"2014-09-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","15"
"2014-09-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","15"
"2014-09-12","Federal Reserve Account","27867","17249","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","12"
"2014-09-12","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","12"
"2014-09-12","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","12"
"2014-09-11","Federal Reserve Account","17249","31872","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","11"
"2014-09-11","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","11"
"2014-09-11","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","11"
"2014-09-10","Federal Reserve Account","31872","39143","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","10"
"2014-09-10","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","10"
"2014-09-10","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","10"
"2014-09-09","Federal Reserve Account","39143","43457","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","09"
"2014-09-09","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","09"
"2014-09-09","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","09"
"2014-09-08","Federal Reserve Account","43457","39588","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","08"
"2014-09-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","08"
"2014-09-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","08"
"2014-09-05","Federal Reserve Account","39588","40333","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","05"
"2014-09-05","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","05"
"2014-09-05","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","05"
"2014-09-04","Federal Reserve Account","40333","21036","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","04"
"2014-09-04","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","04"
"2014-09-04","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","04"
"2014-09-03","Federal Reserve Account","21036","47748","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","03"
"2014-09-03","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","03"
"2014-09-03","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","03"
"2014-09-02","Federal Reserve Account","47748","48664","48664","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","09","02"
"2014-09-02","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","09","02"
"2014-09-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","09","02"
"2014-08-29","Federal Reserve Account","48664","36637","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","29"
"2014-08-29","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","29"
"2014-08-29","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","29"
"2014-08-28","Federal Reserve Account","36637","29547","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","28"
"2014-08-28","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","28"
"2014-08-28","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","28"
"2014-08-27","Federal Reserve Account","29547","41614","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","27"
"2014-08-27","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","27"
"2014-08-27","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","27"
"2014-08-26","Federal Reserve Account","41614","45942","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","26"
"2014-08-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","26"
"2014-08-26","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","26"
"2014-08-25","Federal Reserve Account","45942","41259","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","25"
"2014-08-25","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","25"
"2014-08-25","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","25"
"2014-08-22","Federal Reserve Account","41259","40637","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","22"
"2014-08-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","22"
"2014-08-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","22"
"2014-08-21","Federal Reserve Account","40637","32225","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","21"
"2014-08-21","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","21"
"2014-08-21","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","21"
"2014-08-20","Federal Reserve Account","32225","39654","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","20"
"2014-08-20","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","20"
"2014-08-20","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","20"
"2014-08-19","Federal Reserve Account","39654","48821","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","19"
"2014-08-19","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","19"
"2014-08-19","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","19"
"2014-08-18","Federal Reserve Account","48821","37009","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","18"
"2014-08-18","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","18"
"2014-08-18","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","18"
"2014-08-15","Federal Reserve Account","37009","67894","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","15"
"2014-08-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","15"
"2014-08-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","15"
"2014-08-14","Federal Reserve Account","67894","68670","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","14"
"2014-08-14","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","14"
"2014-08-14","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","14"
"2014-08-13","Federal Reserve Account","68670","80628","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","13"
"2014-08-13","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","13"
"2014-08-13","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","13"
"2014-08-12","Federal Reserve Account","80628","83927","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","12"
"2014-08-12","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","12"
"2014-08-12","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","12"
"2014-08-11","Federal Reserve Account","83927","78473","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","11"
"2014-08-11","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","11"
"2014-08-11","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","11"
"2014-08-08","Federal Reserve Account","78473","77819","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","08"
"2014-08-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","08"
"2014-08-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","08"
"2014-08-07","Federal Reserve Account","77819","69324","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","07"
"2014-08-07","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","07"
"2014-08-07","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","07"
"2014-08-06","Federal Reserve Account","69324","62359","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","06"
"2014-08-06","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","06"
"2014-08-06","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","06"
"2014-08-05","Federal Reserve Account","62359","66455","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","05"
"2014-08-05","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","05"
"2014-08-05","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","05"
"2014-08-04","Federal Reserve Account","66455","58405","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","04"
"2014-08-04","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","04"
"2014-08-04","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","04"
"2014-08-01","Federal Reserve Account","58405","127237","127237","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","08","01"
"2014-08-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","08","01"
"2014-08-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","08","01"
"2014-07-31","Federal Reserve Account","127237","70123","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","31"
"2014-07-31","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","31"
"2014-07-31","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","31"
"2014-07-30","Federal Reserve Account","70123","66042","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","30"
"2014-07-30","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","30"
"2014-07-30","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","30"
"2014-07-29","Federal Reserve Account","66042","68820","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","29"
"2014-07-29","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","29"
"2014-07-29","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","29"
"2014-07-28","Federal Reserve Account","68820","57710","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","28"
"2014-07-28","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","28"
"2014-07-28","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","28"
"2014-07-25","Federal Reserve Account","57710","58228","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","25"
"2014-07-25","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","25"
"2014-07-25","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","25"
"2014-07-24","Federal Reserve Account","58228","55807","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","24"
"2014-07-24","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","24"
"2014-07-24","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","24"
"2014-07-23","Federal Reserve Account","55807","64051","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","23"
"2014-07-23","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","23"
"2014-07-23","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","23"
"2014-07-22","Federal Reserve Account","64051","68621","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","22"
"2014-07-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","22"
"2014-07-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","22"
"2014-07-21","Federal Reserve Account","68621","66197","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","21"
"2014-07-21","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","21"
"2014-07-21","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","21"
"2014-07-18","Federal Reserve Account","66197","61898","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","18"
"2014-07-18","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","18"
"2014-07-18","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","18"
"2014-07-17","Federal Reserve Account","61898","63737","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","17"
"2014-07-17","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","17"
"2014-07-17","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","17"
"2014-07-16","Federal Reserve Account","63737","65597","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","16"
"2014-07-16","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","16"
"2014-07-16","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","16"
"2014-07-15","Federal Reserve Account","65597","64100","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","15"
"2014-07-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","15"
"2014-07-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","15"
"2014-07-14","Federal Reserve Account","64100","55818","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","14"
"2014-07-14","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","14"
"2014-07-14","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","14"
"2014-07-11","Federal Reserve Account","55818","54801","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","11"
"2014-07-11","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","11"
"2014-07-11","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","11"
"2014-07-10","Federal Reserve Account","54801","56503","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","10"
"2014-07-10","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","10"
"2014-07-10","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","10"
"2014-07-09","Federal Reserve Account","56503","66003","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","09"
"2014-07-09","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","09"
"2014-07-09","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","09"
"2014-07-08","Federal Reserve Account","66003","72278","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","08"
"2014-07-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","08"
"2014-07-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","08"
"2014-07-07","Federal Reserve Account","72278","63000","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","07"
"2014-07-07","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","07"
"2014-07-07","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","07"
"2014-07-03","Federal Reserve Account","63000","101085","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","03"
"2014-07-03","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","03"
"2014-07-03","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","03"
"2014-07-02","Federal Reserve Account","101085","93154","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","02"
"2014-07-02","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","02"
"2014-07-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","02"
"2014-07-01","Federal Reserve Account","93154","139299","139299","88386","I","Operating Cash Balance","Type of account","1","2014","4","2014","3","07","01"
"2014-07-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","4","2014","3","07","01"
"2014-07-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","4","2014","3","07","01"
"2014-06-30","Federal Reserve Account","139299","95394","28894","88386","I","Operating Cash Balance","Type of account","1","2014","3","2014","2","06","30"
"2014-06-30","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","3","2014","2","06","30"
"2014-06-30","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","3","2014","2","06","30"
"2014-06-27","Federal Reserve Account","95394","80876","28894","88386","I","Operating Cash Balance","Type of account","1","2014","3","2014","2","06","27"
"2014-06-27","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","3","2014","2","06","27"
"2014-06-27","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","3","2014","2","06","27"
"2014-06-26","Federal Reserve Account","80876","108064","28894","88386","I","Operating Cash Balance","Type of account","1","2014","3","2014","2","06","26"
"2014-06-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","3","2014","2","06","26"
"2014-06-26","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","3","2014","2","06","26"
"2014-06-25","Federal Reserve Account","108064","116570","28894","88386","I","Operating Cash Balance","Type of account","1","2014","3","2014","2","06","25"
"2014-06-25","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","3","2014","2","06","25"
"2014-06-25","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","3","2014","2","06","25"
"2014-06-24","Federal Reserve Account","116570","118794","28894","88386","I","Operating Cash Balance","Type of account","1","2014","3","2014","2","06","24"
"2014-06-24","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","3","2014","2","06","24"
"2014-06-24","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","3","2014","2","06","24"
"2014-06-23","Federal Reserve Account","118794","101794","28894","88386","I","Operating Cash Balance","Type of account","1","2014","3","2014","2","06","23"
"2014-06-23","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2014","3","2014","2","06","23"
"2014-06-23","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2014","3","2014","2","06","23"
